pair,type,burden
cb5a5cc0336981375208f731fe0f52f391d51f6bc6742746b19ddfd58e6f83e4,rigma,9
cb69d1fba616ddc3cedf635f4a60d4e5a10e7206e091253e753900a02eac908e,rigma,2
cb938cf52fa2b27bdf2d234f30a67f7e766ec1731bae4fe380170a6ce5dd61fa,rigma,7
cbb3fe1356e892fcf4ab170f32437b31912d670782c764965203603bc9205337,rigma,10
cd056b00c8eea9e5c9bcae0bdf268f74dcd3ff4ab85c71752c76792e7937234b,rigma,0
cd65d105ecaafbe94b32932c5444b28fa23317020bdd82012babdca9266577fd,rigma,0
cd65d105ecaafbe94b32932c5444b28fa23317020bdd82012babdca9266577fd.2,rigma,2
cda8761bee34e8f7563e187e3ef25f09026b7f16a1d27aa6e920db7f2b79bc1c,rigma,2
cdbcf2fc8ac3cd58a70dadea86a7d583d51754be9a38177c868368d3b1481976,rigma,2
ce9a526645ba13e896ad4b1064491b79b8a5d091768299fbe2eae74f4c5b7c24,rigma,0
d06edce9bcfc01daaf65ac43244b76ff54a7a6b548ae7dc38c4bfcc0c04dcdcd,rigma,16
d0f07dbe50b17d281d72e7f09b962f4e75e676ff37d2497a1f6c721b17148d66,rigma,5
d1d692f974e6dbbf5cc7610bed5e488d3d142979c7f3b01e199b273d70bd7fb8,rigma,13
d20a89efc7cea30166cb218ed5c1648db76ed824426a7b58ba50cbbe39191475,rigma,0
d24acdce61e6c3eacd25728dfceea573cb8ebbb4a0f81179e38b9d91783b064f,rigma,4
d2588a7edd6efd35550bc49ebb03aae4445eec879c3a29a0c15e5a73654f2d04,rigma,12
d2588a7edd6efd35550bc49ebb03aae4445eec879c3a29a0c15e5a73654f2d04.2,rigma,11
d2736f3a3d17df5d3dd2fcb76ecd3043e35464dd05b5b86e3722d86578c68eef,rigma,5
d297f88c680bb3e403b8cbc5f0fa85bbff0b31f1a2c12ded70e1a95e58580ed9,rigma,5
d2f9a56f010f5bc0e3d65890a416e91d6ce69b2bcb1c0f76de9345dd835fe6bb,rigma,7
d3012eb5c1795f63ef44bf0f03e6c91a8bc5bf93bdfa44288e02764c8dfcabb3,rigma,4
d36f854150d37a7ff0382047dcbe684c3c6247e07dd28de26c34f4e046ac2db5,rigma,0
d40d194d9493bd72f8125a6aa6e6cdeca41845e8ab0fc204301d01c3f9559bbd,rigma,8
d4c95d7413e88f9739a2fb25dfdddb938f57520c6d76a454a6c3d037ea9ff977,rigma,14
d79836f11b8c4e35b1d6ea1b73432c12faf524365b705494a0b69a6a96e81dca,rigma,0
d91afc2f2ce5e663c474bccf20ea8abd1fdcf1a1d735d8422712b36ea154040e,rigma,50
d9ae1705ce0b4462ff82a46be3d5304819ffddc3715bbb6afd6e6181b8519846,rigma,0
d9b28bce2ac1e8c6a6ea51c8363ea95bf522dea7876935acb451648cfe407994,rigma,11
da18c31db546064e13e52c2588336eeb857884ce6c49971652647270c1791c08,rigma,3
da39706c902081bc4de43f099bf43e63bd8e796caf962e6614b138ce648015ac,rigma,0
da859c8e95cc5acefde4e70aaed8fc89449c2aa5d9a6cef6202041987840e0a3,rigma,0
dad6778649d2378d03f4b02bb462e1483819a93872c24348bcdbb62b2c6fa047,rigma,5
db31fa7c88d25e611a335be7e5374be4c905a9079063b04fe81905e55a7d1020,rigma,0
dbdc97310a0875cbdc300e28039a070298a95866ea6b6e3d25d80fa48bc44579,rigma,0
dc28fc658e49e8706e5bc935d936179bb301b40fa1c23c6b4a79e12a72ead1e3,rigma,2
ddbe3673feb6caaa40694506650420d1feeb0bd3de13ee81576efb6322e79ee1,rigma,2
e068bb52df93bc7010fe0a106a4c020c3ca1a4df702450e1f2cbeb32498d2477,rigma,6
e1b2d7684cd7ed797f54d3996d6e5ddde59728fc88304ef2ca66b0b8593dd4ff,rigma,2
e26373e3064c37d6a8bc3cd736998e37a396e3f84e46ee0fb03d1d5d99a76c53,rigma,9
e28ac921f54f5818462d387b9c61bba5f72d25451cbc98f5e1804f741c1f1fe7,rigma,3
e2aeac309d13554e37f1444afa40b383005f7edb99e40588c1e8fab9931dc81d,rigma,2
e308def3a33079a84267fe54fe2e611bcf37616a0b05c1a6586db411f5fa1086,rigma,12
e3120ebeac83fcb6900883a1fd140d8871ba9c4e503203fc2058648ef636df81,rigma,0
e3271ccee7d736f7a876d8582ce224239ba68d7558af1f46de04e7024b9511c3,rigma,3
e371d3d80a557bcca0c432e286e31b320554ca59adccb179f38e5c3bbb2a0a0e,rigma,0
e47a532bbb49cb08688ac3d50b5229d72adb20ab9182dffbe43f7330533d89d9,rigma,0
e4831d0fe318c0dfe320eb9be0148336ad1a096e5a3f8675fe517ec2b5d82de6,rigma,16
e4b80679fbce7ca2acb63fd127363572dc0ca706328a1932fdee2358a9080110,rigma,2
e4eff69a9c68de30334a87dc47345d6cb260f93719733c94e4a39daa23ac0cb1,rigma,0
e5bce2d839dc7736f8efebae58cb2a5f50ff261db785b8831e4c438bfcc5b936,rigma,14
e690adbb9f70f16aad05be4aedda090d0c444522844f6f8d51df380106e4ce49,rigma,14
e6c11c6fb5881ea37c29f9a93b0fca175c770670e1571034d32b3ad098b761ab,rigma,11
e7af9a8f5176677e829f051de9d912d834c516322635042e4780a570683898ab,rigma,0
e84d029db3c2d35a013a99913998cdcffcde540aef12dfa4a0f91ca771f0bed0,rigma,6
e8c62d34a531db3e667add461efc2088c2ab62a1a039b0873224d69c60b0797d,rigma,4
e93d48436c2be6a3704bb914c29940a4198d5c8d9f25d25de3cbf48db41c8c1c,rigma,0
ea9ee2acb5fbb50f049bddc8297fe4cb8652b8990328281283bddb5b6cdb920c,rigma,2
eb01c179c96883f021d76d3724e2fd64d580d2e11f2fbbbcab6b83d8e8ffbb3d,rigma,0
eb2129a387569f511d7a26d2426d057673d2cdf75a5d847f8f1cf116f1816b01,rigma,0
ebb906810ec699e562cb9358a0c4915317c76ed19bdf166cb8b26aa61c8d8696,rigma,0
ebf7ea541c0d14c205dd1a7d16ed894a4ef2c0d5796122bf22a791b5114859da,rigma,8
ec1086015889ae545b0cb5b98d60a7a02bafe2a5650f7e32990ace37c08e5f1c,rigma,0
ec1b7dd053c6288890ebba70cf1089af8943d7c5876796aaaa527b7a4131794b,rigma,2
ec3960b75b04a71a3556d04f59871aa6b5a6dd32c0738b859825533ede013b7e,rigma,0
eceb44da19ee3715c17ffb12e56c8ce4a25061e052f0da1267bb36ba0a4e2f23,rigma,12
ede9d5169929a219ad3172388cff1c027c414717341449633414330b85746bd4,rigma,6
eeec562d1a98640af7005338aa004e389a65ee1d8e2c9bd9d08bd1e9a2095753,rigma,0
efab5fcee88a0b39b42a69c06217ee8eb2163fe6737a38d90c549c14705b4172,rigma,2
f0a60d6e4aad4d410a44b5a3ec34937f208723b909b2ac8d47beaf01bbc47b15,rigma,0
f0b27a5c1dec65e39603bbdf0f8b3943b12d34a9bc9e33ed76b142e9242606c5,rigma,16
f0e5bb894c49e0e03825e7341f587c1848aa203384f70cd0edaf7f76c3af2c8b,rigma,4
f12cb40ba608e9ba3fd0d02ba87d2b42dc97e4a7c12debe83992b750aa93f2f2,rigma,0
f3c6585c83099259a929a7fc221b5702558e1bfd3ee5c9584a216a59f950aaff,rigma,4
f3ff3bc6be71efe394d7d3bc6e06b6461937a7d825272189d03703e3691b4f30,rigma,21
f44e0972cfd2a4662deefb110296d0af72b94a8d35c4345d7a35b48341ece7c4,rigma,21
f4661599926f32245eb1f3e52788501bd0897f45a6b27ca5cdede18edb14be28,rigma,4
f741eb7454e6474919d5e75bcbdaddc5978b1993ed5d22dbd07e8b0e36e2d2d3,rigma,0
f751ad9c51d4d4b972e9bc370eeccbc3bfd4b5973511f08a36b8410baccf7cb8,rigma,4
f766c67a2f3bc4d0cbb92614275ac052201cee5880928b2acd169e5802027797,rigma,0
f766c67a2f3bc4d0cbb92614275ac052201cee5880928b2acd169e5802027797.2,rigma,2
f766c67a2f3bc4d0cbb92614275ac052201cee5880928b2acd169e5802027797.3,rigma,0
f837f50314409b71ad656412600a3a034ef97816e1717c200ccea489b29cbedc,rigma,8
f8b3f47b00dacdd3247c0452ab29c6b05822bc0cdc369d59f0747bb609554338,rigma,2
f9b321ca7e0e9d738cc4bdc16df6335c03a699de6cfdc1f0aaec1d18f17654ad,rigma,10
f9b321ca7e0e9d738cc4bdc16df6335c03a699de6cfdc1f0aaec1d18f17654ad.2,rigma,9
f9b321ca7e0e9d738cc4bdc16df6335c03a699de6cfdc1f0aaec1d18f17654ad.3,rigma,9
f9d19a40c8e96a56205af0a2f2b7290a94f07f82c9635cac07dd71c063a5fa64,rigma,3
fa37be85256c1efbac0501eb13ae1daf9f0fcaff4a7cbb3d2f4420f70f75d334,rigma,0
fadb396bcd77015f5a1a0dbdc830b53d9d9439ea9455173079b65e5221242029,rigma,12
fb00842bd1734e60502617b2527f525df3570b71df2878f9419bf3436b6d77d2,rigma,3
fb1c71971284e6a79676c65bb385dbe329a43c2ac9aa36e5add6f7c1eba0db49,rigma,0
fb7630da01d0cd9d9e94a5b5202a0f97873a7ae9302ae8b33aadd3274f6c291b,rigma,7
fbcc66da7a4073672ef3f6cc4217349773552ed719dd04f411cc2f1e55587453,rigma,3
fbfc6db2b112a17deba998fee516899a4e6acf64b784dd7289cb18f7cfe5d1c3,rigma,13
fc9a6db4412fe7bd4e1b33debfdfe8a23bb42121d683d7cc06f48ba669595fe5,rigma,8
fc9a6db4412fe7bd4e1b33debfdfe8a23bb42121d683d7cc06f48ba669595fe5.2,rigma,11
fd3c269acb7e9136adf6d5418d5330e83f6bc68f865eb5ee0b529956ca6e8747,rigma,3
fe0b3ead4cbb6ad5487dc879401aa46f1069031f2a308a20cc1b47086d932956,rigma,2
fea8e6717ae789b7a0d25764f7f96d653d0d4aab39892c2c6323aafdda63b4ba,rigma,7
ff1ae33882f94afb4a45a6e93d6871f835891aecc93d52799058a07f25a0f449,rigma,6
ffe2e6c271347f25927c6e8975685a1b04934a0406f589f3df1608de00a7719f,rigma,2
ffec2a7d87781f847089728bd219d4ecd7dbb6701ac6688b994e754330172c20,rigma,2
ffedffc3ce438befa0e4d0c20dc30ac3575ad8df98f4acab601279ee7ab35f14,rigma,15
fff28d604ad38acee1c554c2c8ae8106f1b7325c057436bdb75b87bf12897fbd,rigma,2
0055e71c7c03d4ff4d57cd363f052914434bd306aff231125413c4703a30c84e,unclassified,46
0124,unclassified,3
0125,unclassified,23
0128,unclassified,1
0145,unclassified,15
0152,unclassified,53
0155,unclassified,14
0171,unclassified,39
0185,unclassified,12
0190,unclassified,29
0208,unclassified,30
0210,unclassified,15
0211,unclassified,23
0214,unclassified,30
0221,unclassified,49
0289a1f386ad8b0778979ad178afc509fd403a198c98b926a7d2866fb0f886fc,unclassified,15
02cc37502f6301e4feb5b9b80e2ddbb71dd875d54eb8cf012348502978492251,unclassified,37
02d3c7c002a875493e63877e5517b7432c95b2b522ba67384c873737b9bab3b7,unclassified,4
03037cb67402cd2882ddc346bbbcacf2574475a18fef75aa96b2e42fc90532d9,unclassified,58
040c323ac201378d9e3acb214b1420e07867e7f6ed2f255f9226ea0c7e2e6f62,unclassified,64
04616fe602821be83f79e051c94c28347907f72d4e9ed5d7f1f50d4cfcd71d01,unclassified,51
04f3767cc1c78f1c22b06d659d308741a588e272ee723b39f744913ad669cd6e,unclassified,24
04feb20b0eef08db14ff7df6ef52bd0f71fbaebc9fbb6099da2dafedd1ddef9a,unclassified,11
04feb20b0eef08db14ff7df6ef52bd0f71fbaebc9fbb6099da2dafedd1ddef9a.2,unclassified,54
05fb093d1b2af292cf0795316e9afefc4407f42256c914edeee9ac881e1d435c,unclassified,8
0648,unclassified,26
0690f491108b0e56fd9901e02e68a918868ec8c5ab8772bcd8ae6ff931169d84,unclassified,37
071d0791a2371be080640b76eab4cf34bedc1198d4e58a37992e39e66ad2ed34,unclassified,0
0723,unclassified,63
0725,unclassified,23
0727,unclassified,70
0744,unclassified,34
0745,unclassified,38
0751,unclassified,81
078773cc36a9ab58ece5c92e50368462dea52ded70f1b0da8c66e65066a3ce53,unclassified,67
0877,unclassified,18
0881,unclassified,1
0890,unclassified,30
0906,unclassified,32
0912,unclassified,39
0934,unclassified,38
0937,unclassified,74
0938,unclassified,110
0963f143cc945f2bf680c16240ac6b8d44b6c39c65453f32bc773408db826c31,unclassified,70
0980,unclassified,23
0982,unclassified,27
0985a2e91070b77b0b7c61278b04d7c88864c3bc670f211bdb54bd09d271e986,unclassified,30
0a60808f0d6e3b778273f426eeaa59435f9142b824da06a11ffc421128afb5dd,unclassified,52
0a85375cbfa23eb57f9647c13fd4a774922afd325ecca61ecb70f165f9e4a2e7,unclassified,46
0b64dd9e11bfd9b7413d9bc770587b6a011e6946109f1ded24bc92444941450f,unclassified,28
0c18dae928d5146c8b0d052a9ceffa02ef1e1dcd70f6e5c321dc37c264d9c9d8,unclassified,37
0c596e131276a9448805de75baf6d331353edc214a9edfb7c6f41908d6d3130f,unclassified,44
0c78eb71d79db50fbce1e174c7f14f47c7422346bc9f161ae36160f5c06d2fbd,unclassified,41
0de0307feaaebcd92622acc19aae9d7ee9ba2f58ebfbfa0f8523e7c4f1b6b3ed,unclassified,37
0df54561b9dfce1f7cc6d2858f039c4303727558615b8b64364b09c963da19f2,unclassified,93
0f48df24681bff9daca43ea351a061173146b5a347774916fe4c683d65016d10,unclassified,18
0f4a8719dbb0caa2e8b638fe74d6c6dac6ca5ee91e4423e421a2f013170a0ca9,unclassified,78
1005-24097-96Y-31--1005-25055N-116Z-BLD,unclassified,3
1005-24100-96Y-27--1005-25055N-116Z-BLD,unclassified,2
1005-24106-127B-25--1005-25055N-116Z-BLD,unclassified,1
1005-25105-127B-30--1005-25055N-116Z-BLD,unclassified,5
1016,unclassified,66
1034,unclassified,20
1047-24271-180B-32--1047-24964N-180B-GST,unclassified,9
1047-24274-180B-28--1047-24964N-180B-GST,unclassified,6
1047-24277-101D-30--1047-24964N-180B-GST,unclassified,6
1047-24280-101D-28--1047-24964N-180B-GST,unclassified,9
1063,unclassified,37
1076,unclassified,5
1078,unclassified,0
1082,unclassified,13
1083,unclassified,110
1086,unclassified,0
1103,unclassified,48
1110,unclassified,93
1118,unclassified,103
1124,unclassified,324
11524e868cfd06698eab18840572b21e31ccc772b0a6d8695b31b16d44f17de9,unclassified,11
126-24343-135F-31--126-25058N-31X-BLD,unclassified,5
126-24346-287R-31--126-25058N-31X-BLD,unclassified,8
126-24349-287R-33--126-25058N-31X-BLD,unclassified,6
126-24352-37Z-30--126-25058N-31X-BLD,unclassified,13
126-24355-37Z-32--126-25058N-31X-BLD,unclassified,6
126-24631-135F-31--126-25058N-31X-BLD,unclassified,9
130-24295-71S-34--130-24993N-290R-BLD,unclassified,3
130-24298-71S-36--130-24993N-290R-BLD,unclassified,2
130-24301-85U-34--130-24993N-290R-BLD,unclassified,0
130-24304-85U-33--130-24993N-290R-BLD,unclassified,0
1319,unclassified,43
1331,unclassified,43
1347,unclassified,102
1349,unclassified,32
1367,unclassified,20
1371,unclassified,22
1389,unclassified,13
1395dc4ab7c754e0a84c8daa3996f16e5caf11169f8a9be6c800f6da00474321,unclassified,24
1401,unclassified,0
1402,unclassified,39
1411,unclassified,19
1419,unclassified,14
141c4e0d1424a013faa785ef2fb5fc1bd47e434f8fc7193b4ae34bb3432a35ed,unclassified,147
1438,unclassified,14
1454,unclassified,1
1459,unclassified,45
1460,unclassified,6
1466,unclassified,220
1477,unclassified,10
1487,unclassified,144
1491,unclassified,39
1514,unclassified,57
1527bc8b5a2bf76464676730388a7c05f30a7290fe2210e562cf5e0c7cac3345,unclassified,22
1542,unclassified,66
1544,unclassified,45
1548,unclassified,10
1552,unclassified,78
1557,unclassified,176
1558,unclassified,51
1562,unclassified,21
1570,unclassified,82
1571,unclassified,87
1574,unclassified,70
158cfbabcfd84336aa6020a4d6ada78d4cc56ae83802bc9e556d5d8db44af5a0,unclassified,194
1594,unclassified,47
1596,unclassified,18
160-23716-53M-37--160-24958N-132N-GST,unclassified,2
160-23719-53M-36--160-24958N-132N-GST,unclassified,2
160-23722-132N-36--160-24958N-132N-GST,unclassified,8
160-23725-132N-35--160-24958N-132N-GST,unclassified,12
1614,unclassified,79
1622,unclassified,32
163-23740-14O-37--163-25059N-78R-BLD,unclassified,37
163-23743-14O-35--163-25059N-78R-BLD,unclassified,61
163-23749-256R-35--163-25059N-78R-BLD,unclassified,35
163-24735-256R-37--163-25059N-78R-BLD,unclassified,45
1632,unclassified,90
1634,unclassified,33
1653fc3624abafefb2732db164b723d47ea80920a4c2252398fe6ddd300ea997,unclassified,109
1666,unclassified,71
1678,unclassified,31
169-23764-9T-31--169-25060N-253T-BLD,unclassified,23
169-23767-9T-29--169-25060N-253T-BLD,unclassified,16
169-23770-232V-33--169-25060N-253T-BLD,unclassified,1
169-23773-232V-31--169-25060N-253T-BLD,unclassified,10
16ecc4c79c9ca8e731e9b0f2c6084c63a222890ad8d448c3658736dbc6eff424,unclassified,46
17-23561-12V-35--17-24987N-105W-BLD,unclassified,19
17-23564-12V-31--17-24987N-105W-BLD,unclassified,22
17-23567-37D-37--17-24987N-105W-BLD,unclassified,25
17-24933-37D-40--17-24987N-105W-BLD,unclassified,23
170-23788-73T-33--170-25061N-3B-BLD,unclassified,6
170-23791-73T-31--170-25061N-3B-BLD,unclassified,2
170-23794-3B-33--170-25061N-3B-BLD,unclassified,2
170-23797-3B-35--170-25061N-3B-BLD,unclassified,2
1791449d2f01848f0d916bf0fe0ea5bbd445cac09cb4cfbb612f884153fc0297,unclassified,67
1831,unclassified,22
184-24325-148K-31--184-24997N-267S-BLD,unclassified,2
184-24328-148K-35--184-24997N-267S-BLD,unclassified,2
184-24331-16R-29--184-24997N-267S-BLD,unclassified,2
184-24334-16R-33--184-24997N-267S-BLD,unclassified,4
184-24337-67C-31--184-24997N-267S-BLD,unclassified,2
184-24340-67C-35--184-24997N-267S-BLD,unclassified,4
18ca78d4585c3495bfe0961dc1c51ad36aea437da2e01f57756ced0514056b73,unclassified,47
1970,unclassified,87
1a7f4e2b2564e194582ecffac318dfbe9d86f05a14aac53a5f2e2cd58840ee08,unclassified,29
1aa5c1b7dc0951139f6eee1476ac8edcba8ddee881eeec50897c81d13d42a4f6,unclassified,53
1abf4349b13234e9b9fe664e01960425da9b129ab4b0672a69a7103ff2bbf1b3,unclassified,64
1b2666062ba4458789d5500896b198fc548feea869a79eabd35e141fdab59c09,unclassified,97
1eb70f19ab2ed90ef04ee3f82ce470bae65c3538ea3722c564674916e7c99512,unclassified,42
2000,unclassified,167
2024,unclassified,38
2045,unclassified,46
2050,unclassified,67
206327a320b967baf95361f43e814ab0e7403364077c84c04722fbe9ec7d59d5,unclassified,581
2089c7c80de49c60c49a01deba8c80587307319d94d23b8464cbe53d2f1d4947,unclassified,2
21c3e02f465c21c25f5d7f686b2a5c008b23a2fe5469d444ebac07f80a1ab962,unclassified,12
222-24370-179T-30--222-25062N-179T-BLD,unclassified,1
222-24373-179T-34--222-25062N-179T-BLD,unclassified,1
222-24376-88N-30--222-25062N-179T-BLD,unclassified,4
222-24379-88N-34--222-25062N-179T-BLD,unclassified,4
2290,unclassified,73
2368c29b6b700ca640ec887666c149533231d23ea32718f6f83469b5b7ad7aa4,unclassified,62
2391,unclassified,43
23b4e52e36a71bfaec31dc2edd3dd8e6e470acab656279f96446223d654bcc2c,unclassified,6
2400,unclassified,107
2485,unclassified,5
250e75e0ccb2d6cc7b159cc37fab47a4b056ed820a46b82b00bf46b8e7c61c36,unclassified,31
251e8f9e35d4eba93dcd32dea1f713609f4cf97b8e537637921a670c52dc9861,unclassified,82
2523,unclassified,26
2528,unclassified,14
2554,unclassified,33
2567f5779f07b4c5c7eb5ef5590da72b4352f0e6353150b2f090c354721bebac,unclassified,13
2567f5779f07b4c5c7eb5ef5590da72b4352f0e6353150b2f090c354721bebac.2,unclassified,24
2570,unclassified,17
2596,unclassified,29
25e28ea260c8efc00de88a0e7da3faaea440f68bd539d0fd84e7ae65e33969e9,unclassified,52
2600,unclassified,9
2613d0db5e6407392aa2691ce6db2a4cd350b8258a38f9f6b83844d3b8272685,unclassified,24
2624,unclassified,13
2629,unclassified,15
2638c364b22eb5c857d7ef4e6722b23232b2690383c5f34836cb2e9055e2a2fb,unclassified,97
2656,unclassified,8
2659,unclassified,26
266-24139-216R-35--266-25063N-67T-BLD,unclassified,8
266-24145-67T-34--266-25063N-67T-BLD,unclassified,112
266-24148-67T-33--266-25063N-67T-BLD,unclassified,7
266-24900-216R-33--266-25063N-67T-BLD,unclassified,10
2665,unclassified,3
2666,unclassified,1
2668,unclassified,1
2677,unclassified,65
2680,unclassified,1
2681,unclassified,26
2683,unclassified,28
2684,unclassified,7
2689,unclassified,31
2691,unclassified,0
2695,unclassified,11
2698,unclassified,35
26d51bb9b7c9974b5e753fc3520ffcfa2abdbd132509a887f4a5bc5630aa05d9,unclassified,37
26f2fa25ea0f6c5911c3bb6e831d1a0633ce4a1b295028b1d09ef01b66cec0e2,unclassified,70
2711,unclassified,27
2713,unclassified,29
2719,unclassified,37
2722,unclassified,30
2724,unclassified,28
2726,unclassified,32
2744,unclassified,54
2747cb2bda1947f81a644e04eff504ecc3bdbd1723259420fbabbb33c4d2c8c0,unclassified,36
2756,unclassified,134
2757,unclassified,39
2759,unclassified,86
2766,unclassified,221
27766c2342c1b5fba9fda91d7f6a3fdcf78d6b96da879b820675899bfcbf146e,unclassified,53
2789,unclassified,37
279-23818-251R-31--279-25064N-76R-BLD,unclassified,1
279-24744-53P-32--279-25064N-76R-BLD,unclassified,25
279-24924-251R-32--279-25064N-76R-BLD,unclassified,32
279-24927-53P-31--279-25064N-76R-BLD,unclassified,7
2793,unclassified,100
2795,unclassified,49
27daa3627c6baf36dd6500b5ff613e3b2550b869167947f42e23ba596f66ade4,unclassified,52
286-24358-124X-33--286-25065N-223V-BLD,unclassified,1
286-24361-124X-36--286-25065N-223V-BLD,unclassified,5
286-24364-152P-32--286-25065N-223V-BLD,unclassified,3
286-24367-152P-35--286-25065N-223V-BLD,unclassified,3
2905,unclassified,0
2906,unclassified,0
2907,unclassified,0
290d0ca5c183044dfb5f98e84bd2ca1cdc2aab53a21f90070e15694bd111fe16,unclassified,92
295-24169-103S-32--295-25066N-72T-BLD,unclassified,29
295-24172-103S-26--295-25066N-72T-BLD,unclassified,6
295-24175-215U-34--295-25066N-72T-BLD,unclassified,72
295-24184-215U-26--295-25066N-72T-BLD,unclassified,27
2963,unclassified,0
2964,unclassified,0
2965,unclassified,0
2966,unclassified,0
2967,unclassified,0
2968,unclassified,1
2969,unclassified,0
2970,unclassified,0
2971,unclassified,0
2972,unclassified,1
2973,unclassified,0
2974,unclassified,0
2975,unclassified,0
2976,unclassified,0
2977,unclassified,0
2978,unclassified,0
2979,unclassified,0
2980,unclassified,0
2981,unclassified,0
2982,unclassified,0
2982202423e350625a9213329f841b023190e587635c72c66de7a841b3e00b8f,unclassified,30
2983,unclassified,0
2984,unclassified,0
2985,unclassified,0
2986,unclassified,0
2987,unclassified,0
2988,unclassified,0
2989,unclassified,0
2990,unclassified,0
2991,unclassified,0
2992,unclassified,1
2993,unclassified,0
2994,unclassified,0
2995,unclassified,0
2996,unclassified,0
2997,unclassified,0
2998,unclassified,0
2999,unclassified,0
29a625999b8102746891f4265f9aa80f576db0b4c9456ec553ff482d3c40d130,unclassified,84
29b372caca7ac0df55f16fe9ce18e52022cee07eeed4ed6692bb5210aa7aa417,unclassified,31
29c92c826c9be32c9026e917449cfd9871bc5b0acf21bbd8981c43a46fde33da,unclassified,16
2a7d03d9baf47f8eb350e6993c8d7fb4e40c2b6a5aa3942b04b0fe98e697020b,unclassified,27
2bad03c19cab85257edda097fbdaabccfe32f966ead99afe275023e0423afec1,unclassified,64
2c62164585fe00eb93465364e38cf2b51b4c8f2c60d39c1d02847f332d4a408a,unclassified,82
2e84eea0e07ed72ce78dbc3111fb143778370d58de40f30a66e36a37cc314191,unclassified,106
2e9faf28897dce9dfd86c06101eeb7398f945036f13b5f9d78dd02e113ca9ba0,unclassified,160
2ebb7adee8dfe2f8b4c0820e9138453f3cf04251686f23b187dc30bbb52c7e96,unclassified,37
2fb1c6063e7eac401741e82a2ac128bcb29d26f1f7f301a41db9878ab7813f6f,unclassified,4
3000,unclassified,0
3001,unclassified,0
3002,unclassified,0
3005,unclassified,0
3006,unclassified,1
3007,unclassified,0
3008,unclassified,0
3009,unclassified,2
3011,unclassified,0
3012,unclassified,0
303-23599-41K-35--303-24975N-41K-GST,unclassified,44
303-23602-162L-38--303-24975N-41K-GST,unclassified,13
303-23605-162L-36--303-24975N-41K-GST,unclassified,23
303-24660-41K-37--303-24975N-41K-GST,unclassified,11
30e5afb25005a5e6be0c0de29595b2f386308b854a73ffb15317c461718205a3,unclassified,61
310c15daca2145583e440e9a6ab0a6052fa4d08b785d6455e961ddce5f4196fe,unclassified,46
3132e2e81d7312f93261cf771e6cc7fdb8e4800ad8d8f4049bc7ec800b08789c,unclassified,23
314b3b4419dd1967f0dc9d10e75e3c7e9fc44d9ca43a0994f5c53cb4bee343b3,unclassified,60
3180f8e34845d13e27dddd90486dba083cd87a340d919f75d29859766f7faee4,unclassified,146
322-24394-130U-30--322-25067N-130U-BLD,unclassified,5
322-24403-31M-28--322-25067N-130U-BLD,unclassified,5
322-24406-31M-32--322-25067N-130U-BLD,unclassified,8
322-24807-130U-35--322-25067N-130U-BLD,unclassified,6
32f6dd0cf166e5d3a0a43d41f24ecbe88f1dae02f2aa8f52611b4211877cfecf,unclassified,119
3308,unclassified,6
33213ed7688e535922f25a5c920040d9bfda8801fd32ff3aaee12ae0ad627f48,unclassified,13
3324,unclassified,0
335a0dc4a512dca9beb8390740b17ead2209d5e8550c970940668936df336e32,unclassified,48
3363,unclassified,41
3370,unclassified,5
3372,unclassified,2
3387,unclassified,6
3394,unclassified,11
3408,unclassified,14
3415,unclassified,86
3428,unclassified,9
3454,unclassified,8
3455,unclassified,4
3466,unclassified,56
3467,unclassified,0
3468,unclassified,0
3472,unclassified,1
3473,unclassified,0
34f4a1f2b8d24914cefc12aee36ebb37504d07511b70fec088a1d4102da92df0,unclassified,10
350f647ea7d662181d621fc85e3ff5aec0df7cef64c67862b47042524e14d482,unclassified,271
3514,unclassified,2
3516,unclassified,8
3518,unclassified,9
3529,unclassified,23
3534,unclassified,1
3555,unclassified,2
3574,unclassified,6
3582,unclassified,7
3593,unclassified,13
360-24409-115M-25--360-25005N-225S-BLD,unclassified,19
360-24412-115M-30--360-25005N-225S-BLD,unclassified,16
360-24810-239U-25--360-25005N-225S-BLD,unclassified,20
360-24813-239U-23--360-25005N-225S-BLD,unclassified,10
3664,unclassified,31
3666,unclassified,21
3685,unclassified,13
36b945ee0e5c10e51bc0eb32ec06b3b1745c5ad2814d376b5ceccfd96e5c5b3a,unclassified,95
3709a5a3c78b4c21fbcb1c6a15585b054c7d38d78a1eaa3ee4e307b79c11a245,unclassified,75
3727,unclassified,7
3771,unclassified,67
3772,unclassified,5
37b56a8f3ae8e0f59bb17651a17a967c62f68204140b18b7d013c9eb709c69d2,unclassified,28
3807,unclassified,89
3809,unclassified,1
381-23836-79T-27--381-25006N-248R-BLD,unclassified,5
381-23839-79T-23--381-25006N-248R-BLD,unclassified,3
381-23842-234U-27--381-25006N-248R-BLD,unclassified,1
381-23845-234U-23--381-25006N-248R-BLD,unclassified,5
381-23848-22H-30--381-25006N-248R-BLD,unclassified,1
381-23851-22H-26--381-25006N-248R-BLD,unclassified,2
3810,unclassified,3
385-24421-148R-27--385-24955N-148R-GST,unclassified,5
385-24424-148R-29--385-24955N-148R-GST,unclassified,12
385-24816-164U-29--385-24955N-148R-GST,unclassified,2
385-24819-164U-31--385-24955N-148R-GST,unclassified,4
