pair,type,burden
8435,fbi,0
8437,fbi,0
8438,fbi,0
8439,fbi,0
8440,fbi,0
8441,fbi,0
8442,fbi,0
8443,fbi,14
8476,fbi,0
8477,fbi,0
8486,fbi,18
852-23902-163M-35--852-7031N-89O-GST,fbi,0
852-23905-163M-33--852-7031N-89O-GST,fbi,6
852-23908-89O-35--852-7031N-89O-GST,fbi,0
852-24876-89O-34--852-7031N-89O-GST,fbi,7
8529,fbi,9
856-23962-144Y-36--856-25038N-171U-BLD,fbi,0
856-24756-124W-37--856-25038N-171U-BLD,fbi,0
856-24759-144Y-34--856-25038N-171U-BLD,fbi,0
856-24891-144Y-36--856-25038N-171U-BLD,fbi,0
856ab6587efdba886756df5a30511a26027e646b37aac2759c06f5209c241c88,fbi,11
8570,fbi,0
85b73e9079e9cd6fd8efd465a1d7cb632075eebd61536049e6e3b9b3e2fd661a,fbi,42
86068b946235d00d8fdea48c678acec11b3b7a094f6b5133a14ae2faaee2c8af,fbi,5
8608,fbi,0
862-24580-125S-33--862-25039N-6R-BLD,fbi,0
862-24586-19U-31--862-25039N-6R-BLD,fbi,0
862-24589-19U-33--862-25039N-6R-BLD,fbi,0
862-24846-125S-35--862-25039N-6R-BLD,fbi,0
86239462345aedb32f027ac695197cbe243d6984b0aa6e6f21f6ca8636a5f617,fbi,13
8639,fbi,0
865-24070-221U-27--865-25040N-207R-BLD,fbi,0
865-24073-221U-26--865-25040N-207R-BLD,fbi,0
865-24076-60E-26--865-25040N-207R-BLD,fbi,0
865-24079-60E-25--865-25040N-207R-BLD,fbi,0
865-24786-35T-27--865-25040N-207R-BLD,fbi,0
865-24789-35T-25--865-25040N-207R-BLD,fbi,3
8682,fbi,0
8690,fbi,1
86c633a436916422e25c43063f1d8fde99dfbcb303747adcce0d3da8cc1c3183,fbi,3
870e93691ab4f1c57e0b454595d646bf6a96e193e171625236d3704fbf8e3a0f,fbi,19
875bfbff4c31a068c9824c557541698eea34f069a333d8aec6d2e6645a73d2fd,fbi,17
8793b789423fd13e39994b0f71a0659cdb8b79b8ab968e276050762d42f60c97,fbi,0
88-23692-18U-36--88-24991N-123S-BLD,fbi,2
88-23695-18U-35--88-24991N-123S-BLD,fbi,3
88-23698-198V-33--88-24991N-123S-BLD,fbi,3
88-23701-198V-33--88-24991N-123S-BLD,fbi,4
8812182da457dd94138bb1bd66a4c1daeccb446a4c79d31b05d0c0bfb1ff3507,fbi,32
887c41c3bf89e0fe6d721f4407b024294f01af4937a412310681db9e9bb57e8c,fbi,28
88bbe83f6491f18fc9b694832f24793ff4e04cad590367aaee7db3a11644dc04,fbi,8
891-24604-309R-31--891-25041N-75P-BLD,fbi,6
891-24613-5P-25--891-25041N-75P-BLD,fbi,8
891-24616-5P-31--891-25041N-75P-BLD,fbi,0
891-24873-309R-32--891-25041N-75P-BLD,fbi,0
89b5c96294b740fe8ab15637d580539194634e826abc6c2da47ee994bfc2d41f,fbi,40
89bab9e7f417efbc02ba5fbf3fe14630c12cbbfde41420e1e822417f0ca843ad,fbi,8
89cc2856c17f27873ac56923ca22bc8282e5fbc5180670cd8917db51ffcc588d,fbi,0
8b8bfea3af2e6628aabd6ed070192e8dccb16d9af2fae1b759ab63fb82f8e7a3,fbi,24
8c2c7b95015ec9f664ed6225a09edc37e7697c2dc911a12e6d19e1cbef6400e7,fbi,0
8cf58ec6aefc914022d30014ad2091b33ec3a4ee841d22ed964ec8d7ff515e61,fbi,19
8debf2cb55d0f1b7011f183b83cc855caf6f06cbde5d34ff4449ac79b9f1abfb,fbi,30
8e4d0a4d30896e13a46ec1a156fd004b325aebb89e2a4bdcfce0d17f24356900,fbi,31
8e7b04ed4920cdfa2db0bff01a897ceed172392ec5ea964a2b1fa68d99117a4d,fbi,20
8eaf6e7cd7af4825a2dcaebc5dd3897ce05b6bc1e6b642e278059b92a8e3fe83,fbi,23
8ec9d907cdf12c3184889dbeded8466994a0cf8ce6aa8dea3d74eb94eaa238cc,fbi,12
8f456a908208dcb5f4fb5167a1b7e977d2b644935aeec1af0a6d647af410d828,fbi,8
900-23926-32P-30--900-25089N-32P-GST,fbi,2
900-23929-32P-28--900-25089N-32P-GST,fbi,2
900-23932-64R-32--900-25089N-32P-GST,fbi,2
900-23935-64R-30--900-25089N-32P-GST,fbi,2
900fdae05c90e27aba521996cc05d0a83e32dec27c271a8f14e59fa84439ed34,fbi,32
90687ad9d09f7677ab6fc83f75b78bd3fed8a9934e071f071306007c79277dab,fbi,6
908457166335b6e82c7d81a026f23bddad632c6119a410f87c61d96e9819fd4b,fbi,45
909-24514-105U-34--909-25086N-9U-BLD,fbi,0
909-24520-161W-35--909-25086N-9U-BLD,fbi,0
909-24523-161W-36--909-25086N-9U-BLD,fbi,0
909-24526-41G-34--909-25086N-9U-BLD,fbi,0
909-24529-41G-36--909-25086N-9U-BLD,fbi,0
909-24831-105U-35--909-25086N-9U-BLD,fbi,0
911-24619-11Y-25--911-25044N-6X-BLD,fbi,0
911-24622-11Y-29--911-25044N-6X-BLD,fbi,0
911-24625-168V-28--911-25044N-6X-BLD,fbi,0
911-24628-168V-30--911-25044N-6X-BLD,fbi,0
913ce613b66ab4f7fda444db13933c39c689bef153aaa1cbe05db00e4aa7a1a4,fbi,10
915-24490-121V-31--915-25045N-156W-BLD,fbi,0
915-25168-121V-31--915-25045N-156W-BLD,fbi,1
915-25171-8Z-33--915-25045N-156W-BLD,fbi,0
915-25174-8Z-30--915-25045N-156W-BLD,fbi,0
91b806330d0e632a29aac57bb4c22564728a6732fc25d7393a6075cc86ec86d8,fbi,17
929bd4be9261b766fed4e9b6eb5dc4ba79d4f9b74e9b2c36f23398835215b95a,fbi,23
92cefde85804d46c8fc92a226bc04bc70482c225e4bad8c3a491c83e7a9844a9,fbi,29
92e63aeec5d5bfb17bdf90ebb4da303a859f9d663ef931cdd8fc89ec4d807919,fbi,3
932be781385ee8928b7497f31bc76e2d39794e65797f0afed7f025f46f63de04,fbi,12
934fe84809fc20a81f124747d5ed57817eb0f9120ea63a69a1548d514710978f,fbi,16
93db044aad3eaa4f6ff82647058c9cabc43087aed8738caabb5656a82d45d865,fbi,7
942-24124-18X-36--942-25046N-166T-BLD,fbi,0
942-24792-157V-37--942-25046N-166T-BLD,fbi,0
942-24795-157V-36--942-25046N-166T-BLD,fbi,0
942-24906-18X-38--942-25046N-166T-BLD,fbi,0
94649c5b2157e86623cef4ed305f17ab35a8026fde844bf59ba8763b5949c417,fbi,10
94c34e2475b3d421a3a49b49b8ef2fe278718a688445204887a53b76c720895e,fbi,15
94cf9c15bcb2bf012d1fba51c4a2fd6e8796e7f0b749d99c805e24b8773e37b7,fbi,33
951-23800-129V-35--951-25047N-169W-BLD,fbi,0
951-23803-129V-33--951-25047N-169W-BLD,fbi,0
951-23806-108A-36--951-25047N-169W-BLD,fbi,10
951-23809-108A-36--951-25047N-169W-BLD,fbi,4
953dec19dc05015c97eb8cf35a0a4fabf53021d2fb65e7f4e770886db560e5f2,fbi,3
954-24205-298T-35--954-25048N-259T-BLD,fbi,23
954-24208-298T-34--954-25048N-259T-BLD,fbi,20
954-24214-219U-36--954-25048N-259T-BLD,fbi,23
954-24220-219U-34--954-25048N-259T-BLD,fbi,19
956-23980-192V-36--956-25087N-192V-BLD,fbi,0
956-23986-162W-37--956-25087N-192V-BLD,fbi,0
956-24765-162W-35--956-25087N-192V-BLD,fbi,0
956-24948-192V-35--956-25087N-192V-BLD,fbi,0
957f3903f6dbe8d48a1e8dba183e12d8675e4a6596741aa976e2cf27764a66ab,fbi,14
968-24187-266V-29--968-25050N-23X-BLD,fbi,0
968-24190-266V-27--968-25050N-23X-BLD,fbi,0
968-24193-31Z-28--968-25050N-23X-BLD,fbi,0
968-24196-31Z-26--968-25050N-23X-BLD,fbi,0
96abdb3df8257963934d256627e830afd34b535b61f1caff482994f8f85dbece,fbi,21
97530512fe3d55c750b838909f4f23326e988d266936d7d49d86b309e3276bcc,fbi,32
977-23854-209U-33--977-25088N-178U-BLD,fbi,23
977-23857-209U-28--977-25088N-178U-BLD,fbi,25
977-23860-115V-33--977-25088N-178U-BLD,fbi,5
977-24864-115V-32--977-25088N-178U-BLD,fbi,27
97a8da910044868e4b93f3bc66de54f863428a22b72f8e8c8896d562f7c970c3,fbi,11
98011f8fb58fa8eed6171691d09d2ac7c67eb943046e45f70c47352c3a559887,fbi,9
985acc6a7800cdb92bf96e459604d908526a5ca2af59d9f663979cbe2bcda0e7,fbi,10
995-24130-187V-32--995-25053N-119V-BLD,fbi,0
995-24133-91W-34--995-25053N-119V-BLD,fbi,0
995-24136-91W-31--995-25053N-119V-BLD,fbi,15
995-24945-187V-35--995-25053N-119V-BLD,fbi,0
997-24592-142W-30--997-25054N-122V-BLD,fbi,15
997-24595-142W-33--997-25054N-122V-BLD,fbi,8
997-24598-184V-29--997-25054N-122V-BLD,fbi,14
997-24601-184V-32--997-25054N-122V-BLD,fbi,6
997182d49057aa54375e2da5d222b23aa7b30b020f1e961aca988765aa0b1e08,fbi,59
99febb5cb49a8d0e47fc43cb46c3c972af7077adde2b38b1919c294276ef563e,fbi,23
9aa3acd19da6ad36a8206d2dc11b4e8f54a1ba392aa4ae6ef853a174f016ab8d,fbi,1
9bede39d73b7a98225f1f8ea85d513c1739d6c55a43f8b284a41a49ec0c9a9df,fbi,14
9c1aa33d8cca6743039c73afa57991b46d5aae3796e1a1d2f7ad8480deb57bf7,fbi,9
9dbb90a23f2804ff80e9633a1d4e16caa73f62200ad5de955ff35782a0d756bd,fbi,9
9ea99e16eaaf486784cb0cd7e1c846a4dcc7bbaecfccc9a04d7853093f2cf775,fbi,8
A002,fbi,0
A01R,fbi,7
A01S,fbi,2
A01T,fbi,6
A01V,fbi,0
A01X,fbi,0
A02O,fbi,1
A02Y,fbi,0
A032,fbi,2
A03F,fbi,0
A03L,fbi,9
A03N,fbi,5
A04D,fbi,2
A04J,fbi,35
A04P,fbi,64
A04Q,fbi,0
A04T,fbi,10
A04X,fbi,2
A051,fbi,0
A052,fbi,4
A053,fbi,25
A054,fbi,0
A05A,fbi,6
A05D,fbi,21
A05S,fbi,7
A06B,fbi,21
A075,fbi,7
A07B,fbi,14
A07I,fbi,32
A08L,fbi,10
A08S,fbi,5
A092,fbi,3
A094,fbi,13
A09I,fbi,7
A09X,fbi,0
A0AT,fbi,11
A0AV,fbi,10
A0B3,fbi,4
A0B9,fbi,8
A0BW,fbi,7
A0C8,fbi,0
A0CA,fbi,0
A0CC,fbi,11
A0CE,fbi,7
A0CM,fbi,229
A0D0,fbi,14
A0D1,fbi,16
A0D2,fbi,8
A0D4,fbi,6
A0DG,fbi,6
A0DT,fbi,0
A0E0,fbi,4
A0EA,fbi,0
A0EY,fbi,26
A0G0,fbi,3
A0G9,fbi,0
A0GA,fbi,0
A0GE,fbi,0
A0GG,fbi,0
A0GJ,fbi,2
A0H0,fbi,7
A0H6,fbi,12
A0I1,fbi,25
A0I2,fbi,9
A0IJ,fbi,180
A0IQ,fbi,21
A0J1,fbi,0
A0J2,fbi,16
A0J4,fbi,8
A0JM,fbi,11
A0JN,fbi,15
A0K3,fbi,9
A0K8,fbi,8
A0L8,fbi,4
A0L9,fbi,19
A0LD,fbi,0
A0LE,fbi,0
A0LH,fbi,8
A0LI,fbi,13
A0LL,fbi,5
A0LO,fbi,0
A0RE,fbi,7
A0RT,fbi,57
A0RU,fbi,4
A0SM,fbi,5
A0TC,fbi,0
A0TD,fbi,0
A0TE,fbi,2
A0TG,fbi,0
A0TN,fbi,8
A0TX,fbi,9
A0V8,fbi,19
A0VL,fbi,4
A0WA,fbi,10
A0WX,fbi,6
A0X5,fbi,2
A0XR,fbi,3
A0Y3,fbi,0
A0YG,fbi,21
A0Z2,fbi,0
A0ZB,fbi,0
A109,fbi,18
A10Q,fbi,1
A11G,fbi,0
A11H,fbi,0
A124,fbi,18
A12H,fbi,0
A12L,fbi,12
A12Q,fbi,24
A130,fbi,37
A139,fbi,5
A13D,fbi,17
A13J,fbi,24
A13L,fbi,0
A13R,fbi,0
A13W,fbi,0
A148,fbi,4
A14P,fbi,36
A14X,fbi,5
A152,fbi,8
A156,fbi,0
A15E,fbi,2
A15H,fbi,3
A15K,fbi,1
A16G,fbi,3
A17K,fbi,16
A185,fbi,4
A18C,fbi,1
A18R,fbi,7
A18U,fbi,22
A191,fbi,0
A19D,fbi,1
A19E,fbi,8
A19J,fbi,2
A19L,fbi,8
A19T,fbi,12
A1A5,fbi,11
A1A6,fbi,41
A1A7,fbi,49
A1AE,fbi,2
A1AY,fbi,10
A1BF,fbi,3
A1BJ,fbi,7
A1BN,fbi,25
A1C8,fbi,5
A1CI,fbi,0
A1E9,fbi,0
A1EB,fbi,9
A1ED,fbi,0
A1EG,fbi,3
A1EH,fbi,0
A1EI,fbi,16
A1EJ,fbi,9
A1EL,fbi,1
A1FC,fbi,8
A1GS,fbi,13
A1GW,fbi,1
A1HT,fbi,0
A1HV,fbi,0
A1HW,fbi,5
A1HY,fbi,3
A1I0,fbi,2
A1I2,fbi,0
A1I8,fbi,4
A1IC,fbi,0
A1J5,fbi,1
A1KU,fbi,5
A1KW,fbi,17
A1L0,fbi,18
A1L2,fbi,21
A1L3,fbi,16
A1LG,fbi,3
A1LK,fbi,3
A1LL,fbi,19
A1LZ,fbi,9
A1M8,fbi,3
A1M9,fbi,2
A1MI,fbi,1
A1ML,fbi,1
A1MQ,fbi,0
A1MY,fbi,24
A1NH,fbi,0
A1NN,fbi,10
A1P8,fbi,18
A1PB,fbi,11
A1PC,fbi,21
A1PH,fbi,18
A1Q1,fbi,4
A1Q5,fbi,5
A1QL,fbi,0
A1Y8,fbi,12
A1ZD,fbi,10
A1ZK,fbi,20
A1ZP,fbi,8
A1ZU,fbi,4
A20P,fbi,2
A20Q,fbi,0
A20T,fbi,4
A20V,fbi,27
A216,fbi,14
A217,fbi,7
A22O,fbi,0
A22Z,fbi,0
A233,fbi,0
A23B,fbi,1
A23M,fbi,17
A23R,fbi,30
A240,fbi,4
A24D,fbi,4
A259,fbi,1
A25B,fbi,16
A25S,fbi,22
A25T,fbi,19
A25V,fbi,0
A25W,fbi,2
A25Y,fbi,2
A262,fbi,2
A264,fbi,4
A266,fbi,6
A26A,fbi,0
A26C,fbi,0
A26G,fbi,6
A26J,fbi,1
A26L,fbi,15
A26S,fbi,4
A27C,fbi,0
A27F,fbi,10
A27H,fbi,9
A28T,fbi,0
A28V,fbi,0
A29B,fbi,0
A2A0,fbi,0
A2BK,fbi,25
A2C5,fbi,12
A2C9,fbi,8
A2CN,fbi,0
A2CP,fbi,0
A2CU,fbi,0
A2DF,fbi,15
A2GN,fbi,0
A2GT,fbi,1
A2H5,fbi,28
A2HQ,fbi,9
A2HS,fbi,2
A2HT,fbi,0
A2IZ,fbi,13
A2J0,fbi,6
A2J4,fbi,7
A2KA,fbi,12
A2KB,fbi,0
A2KJ,fbi,9
A2LA,fbi,10
A2LK,fbi,2
A2LT,fbi,4
A2LV,fbi,35
A2LY,fbi,51
A2M5,fbi,0
A2MI,fbi,1
A2N1,fbi,0
A2NF,fbi,0
A2OL,fbi,0
A2OV,fbi,0
A2OW,fbi,0
A2PK,fbi,2
A2Q1,fbi,0
A2Q2,fbi,0
A2Q8,fbi,0
A2QD,fbi,0
A2QQ,fbi,4
A2QS,fbi,275
A2RE,fbi,45
A2RL,fbi,4
A2RM,fbi,13
A3A6,fbi,0
A3A7,fbi,3
A3A8,fbi,1
A3A9,fbi,3
A3AL,fbi,0
A3AQ,fbi,0
A3CK,fbi,0
A3CV,fbi,0
A3CX,fbi,0
A3DV,fbi,0
A3EE,fbi,3
A3ES,fbi,1
A3F3,fbi,6
A3F5,fbi,7
A3F8,fbi,0
A3FL,fbi,0
A3FQ,fbi,0
A3FR,fbi,0
A3H1,fbi,1
A3I0,fbi,3
A3I1,fbi,3
A3IL,fbi,2
A3J5,fbi,1
A3JI,fbi,4
A3K7,fbi,13
A3KA,fbi,9
A3KC,fbi,2
A3KN,fbi,0
A3LS,fbi,20
A3LT,fbi,15
A3LU,fbi,10
A3LW,fbi,5
A3LY,fbi,10
A3M1,fbi,26
A3M4,fbi,2
A3M5,fbi,6
A3MF,fbi,0
A3MO,fbi,2
A3MY,fbi,0
A3N5,fbi,9
A3N6,fbi,0
A3NJ,fbi,0
A3PD,fbi,0
A3PH,fbi,11
A3PJ,fbi,29
A3PN,fbi,3
A3R2,fbi,1
A3R3,fbi,0
A3RE,fbi,4
A3RK,fbi,2
A3S3,fbi,0
A3SD,fbi,0
A3SE,fbi,0
A3T0,fbi,0
A3T9,fbi,0
A3TB,fbi,0
A3U0,fbi,22
A3U5,fbi,17
A3U6,fbi,9
A3U7,fbi,10
A3U8,fbi,0
A3US,fbi,0
A3XL,fbi,6
A3XX,fbi,11
A3Y0,fbi,12
A3YB,fbi,16
A40X,fbi,0
A40Y,fbi,4
A416,fbi,0
A418,fbi,0
A43Z,fbi,9
A44B,fbi,0
A459,fbi,8
A45K,fbi,0
A47M,fbi,0
A47N,fbi,0
A47O,fbi,0
A47R,fbi,0
A48D,fbi,2
A48G,fbi,11
A48U,fbi,3
A495,fbi,2
A496,fbi,3
A49L,fbi,30
A49M,fbi,20
A49Y,fbi,5
A4A1,fbi,13
A4A4,fbi,10
A4AJ,fbi,6
A4EI,fbi,0
A4EK,fbi,0
A4EM,fbi,0
A4ET,fbi,0
A4G6,fbi,1
A4H0,fbi,6
A4IH,fbi,1
A4J4,fbi,2
A4K6,fbi,0
A4KN,fbi,0
A4MT,fbi,0
A4NA,fbi,6
A4NB,fbi,0
A4ND,fbi,1
A4NE,fbi,6
A4NG,fbi,2
A4OF,fbi,1
A4OJ,fbi,19
A4OR,fbi,15
A4UT,fbi,0
A4XI,fbi,0
A4YX,fbi,3
A4ZQ,fbi,4
A4ZT,fbi,0
A50T,fbi,2
A50V,fbi,7
A520,fbi,0
A54L,fbi,6
A55W,fbi,0
A55Z,fbi,0
A560,fbi,0
A561,fbi,0
A562,fbi,0
A565,fbi,0
A566,fbi,2
A567,fbi,1
A56B,fbi,11
A57E,fbi,3
A59R,fbi,0
A5DF,fbi,7
A5DJ,fbi,4
A5EJ,fbi,2
A5EK,fbi,0
A5MZ,fbi,0
A5NF,fbi,0
A5NH,fbi,0
A5NI,fbi,0
A5NJ,fbi,0
A5NK,fbi,0
A5NL,fbi,0
A5NO,fbi,11
A5NP,fbi,2
A5NQ,fbi,0
A5R7,fbi,1
A5SL,fbi,2
A5U5,fbi,7
A5W3,fbi,3
A5YV,fbi,0
A5YW,fbi,2
A5YX,fbi,0
A5Z1,fbi,3
A5Z2,fbi,0
A61B,fbi,6
A669,fbi,8
A6IA,fbi,8
A6VZ,fbi,23
A6Z2,fbi,3
A7CF,fbi,4
A7RC,fbi,24
A7RK,fbi,0
A7RV,fbi,1
A891,fbi,25
A8I1,fbi,30
A8NE,fbi,48
A8NN,fbi,4
A8XE,fbi,7
A93C,fbi,3
A95T,fbi,1
A97I,fbi,22
A9FQ,fbi,14
A9GB,fbi,2
CA-0005,fbi,10
CA-0006,fbi,0
CA-0008,fbi,0
CA-0009,fbi,2
CA-0011,fbi,0
CA-0012,fbi,0
CA-0014,fbi,0
CA-0016,fbi,0
CA-0017,fbi,2
CA-0018,fbi,0
CA-0019,fbi,1
CA-0022,fbi,2
CA-0023,fbi,0
CA-0024,fbi,0
CA-0025,fbi,0
CA-0026,fbi,0
CA-0027,fbi,0
CA-0028,fbi,0
CA-0029,fbi,0
CA-0030,fbi,0
CA-0031,fbi,0
CA-0032,fbi,0
CA-0033,fbi,3
CA-0034,fbi,2
CA-0035,fbi,3
CA-0036,fbi,0
CA-0037,fbi,0
CA-0038,fbi,9
CA-0039,fbi,4
CA-0040,fbi,3
CA-0041,fbi,6
CA-0042,fbi,7
CA-0043,fbi,0
CA-0044,fbi,7
CA-0045,fbi,5
CA-0046,fbi,10
CA-0047,fbi,0
CA-0048,fbi,5
CA-0049,fbi,0
CA-0050,fbi,5
CA-0051,fbi,0
CA-0052,fbi,2
CA-0053,fbi,29
CA-0054,fbi,42
CA-0056,fbi,5
CA-0057,fbi,0
CA-0058,fbi,0
CA-0059,fbi,0
CA-0060,fbi,2
CA-0061,fbi,0
CA-0065,fbi,0
CA-0067,fbi,7
CA-0071,fbi,0
CA-0097,fbi,5
CA-0098,fbi,2
CA-0104,fbi,0
CA-0116,fbi,0
CA-0117,fbi,2
CA-0120,fbi,1
CA-0124,fbi,4
CA-0126,fbi,0
CA-0127,fbi,0
CA-0138,fbi,54
CA-0140,fbi,4
CA-0141,fbi,0
CA-0144,fbi,0
CA-0146,fbi,46
CA-0147,fbi,0
CA-0148,fbi,0
CA-0150,fbi,0
CA-0152,fbi,7
CA-0153,fbi,0
CA-0154,fbi,19
CA-0156,fbi,1
CA-0157,fbi,3
CA-0158,fbi,0
CA-0159,fbi,2
CA-0161,fbi,0
CA-0163,fbi,2
CA-0164,fbi,0
CA-0165,fbi,0
CA-0166,fbi,2
CA-0167,fbi,1
CA-0168,fbi,0
CA-0169,fbi,1
CA-0172,fbi,0
CA-0173,fbi,0
CA-0181,fbi,3
CA-0182,fbi,0
CA-0183,fbi,0
CA-0186,fbi,0
CA-0187,fbi,22
CA-0188,fbi,1
CA-0191,fbi,32
CA-0192,fbi,0
CA-0193,fbi,7
CA-0194,fbi,2
CA-0196,fbi,1
CA-0198,fbi,0
CA-0199,fbi,0
CA-0200,fbi,1
CA-0202,fbi,2
CA-0203,fbi,3
CA-0205,fbi,1
CA-0208,fbi,4
CA-0209,fbi,18
CA-0214,fbi,19
CA-0215,fbi,0
CA-0222,fbi,0
CA-0224,fbi,2
CA-0225,fbi,0
CA-0227,fbi,0
CA-0229,fbi,5
CA-0230,fbi,2
CA-0231,fbi,0
EGAN00001000368_EGAN00001000372,fbi,1
EGAN00001000378_EGAN00001000384,fbi,17
EGAN00001000386_EGAN00001000380,fbi,9
EGAN00001000588_EGAN00001000589,fbi,0
EGAN00001000590_EGAN00001000591,fbi,3
EGAN00001000592_EGAN00001000593,fbi,10
EGAN00001000594_EGAN00001000595,fbi,26
EGAN00001000596_EGAN00001000597,fbi,18
EGAN00001000745_EGAN00001000746,fbi,10
EGAN00001000749_EGAN00001000750,fbi,18
EGAN00001001177_EGAN00001000752,fbi,8
EGAN00001012427_EGAN00001013185,fbi,10
EGAN00001018603_EGAN00001018604,fbi,7
EGAN00001018607_EGAN00001018608,fbi,14
EGAN00001018611_EGAN00001018612,fbi,5
EGAN00001030465_EGAN00001030466,fbi,8
EGAN00001030469_EGAN00001030470,fbi,8
EGAN00001030778_EGAN00001030894,fbi,0
EGAN00001030890_EGAN00001030891,fbi,6
EGAN00001030897_EGAN00001030898,fbi,5
EGAN00001030899_EGAN00001030929,fbi,14
EGAN00001030900_EGAN00001030901,fbi,11
EGAN00001032355_EGAN00001032356,fbi,26
EGAN00001036482_EGAN00001036483,fbi,0
EGAN00001269437_EGAN00001269438,fbi,0
EGAN00001269439_EGAN00001269440,fbi,0
EGAN00001269441_EGAN00001269442,fbi,10
EGAN00001269443_EGAN00001269444,fbi,0
EGAN00001269445_EGAN00001269446,fbi,21
EGAN00001269447_EGAN00001269448,fbi,10
EGAN00001269449_EGAN00001269450,fbi,6
EGAN00001269451_EGAN00001269452,fbi,3
EGAN00001269453_EGAN00001269454,fbi,6
EGAN00001269455_EGAN00001269456,fbi,5
EGAN00001269457_EGAN00001269458,fbi,10
EGAN00001269459_EGAN00001269460,fbi,0
EGAN00001269461_EGAN00001269462,fbi,3
EGAN00001269463_EGAN00001269464,fbi,27
EGAN00001269465_EGAN00001269466,fbi,24
EGAN00001269467_EGAN00001269468,fbi,0
EGAN00001269469_EGAN00001269470,fbi,0
EGAN00001269471_EGAN00001269472,fbi,7
EGAN00001269473_EGAN00001269474,fbi,12
EGAN00001269475_EGAN00001269476,fbi,3
EGAN00001269477_EGAN00001269478,fbi,2
EGAN00001269479_EGAN00001269480,fbi,15
EGAN00001269481_EGAN00001269482,fbi,7
EGAN00001269483_EGAN00001269484,fbi,8
EGAN00001269485_EGAN00001269486,fbi,8
EGAN00001269487_EGAN00001269488,fbi,0
EGAN00001269489_EGAN00001269490,fbi,7
EGAN00001269491_EGAN00001269492,fbi,22
EGAN00001269493_EGAN00001269494,fbi,11
EGAN00001269495_EGAN00001269496,fbi,17
EGAN00001269497_EGAN00001269498,fbi,2
EGAN00001269499_EGAN00001269500,fbi,0
EGAN00001269501_EGAN00001269502,fbi,13
EGAN00001269503_EGAN00001269504,fbi,0
EGAN00001269505_EGAN00001269506,fbi,5
EGAN00001269507_EGAN00001269508,fbi,1
EGAN00001269509_EGAN00001269510,fbi,1
EGAN00001269511_EGAN00001269512,fbi,3
EGAN00001269513_EGAN00001269514,fbi,9
EGAN00001269515_EGAN00001269516,fbi,2
EGAN00001269517_EGAN00001269518,fbi,2
EGAN00001269519_EGAN00001269520,fbi,7
EGAN00001269521_EGAN00001269522,fbi,0
EGAN00001269523_EGAN00001269524,fbi,2
EGAN00001269525_EGAN00001269526,fbi,0
EGAN00001269527_EGAN00001269528,fbi,26
EGAN00001269529_EGAN00001269530,fbi,5
EGAN00001269531_EGAN00001269532,fbi,6
EGAN00001269533_EGAN00001269534,fbi,0
EGAN00001269535_EGAN00001269536,fbi,4
EGAN00001269537_EGAN00001269538,fbi,0
EGAN00001269539_EGAN00001269540,fbi,12
EGAN00001269541_EGAN00001269542,fbi,8
EGAN00001269543_EGAN00001269544,fbi,0
EGAN00001269545_EGAN00001269546,fbi,17
EGAN00001269547_EGAN00001269548,fbi,0
EGAN00001269549_EGAN00001269550,fbi,30
EGAN00001269551_EGAN00001269552,fbi,8
EGAN00001269553_EGAN00001269554,fbi,0
EGAN00001269555_EGAN00001269556,fbi,4
EGAN00001269557_EGAN00001269558,fbi,6
EGAN00001269559_EGAN00001269560,fbi,16
EGAN00001269561_EGAN00001269562,fbi,2
EGAN00001269563_EGAN00001269564,fbi,3
EGAN00001269565_EGAN00001269566,fbi,11
EGAN00001269567_EGAN00001269568,fbi,1
EGAN00001269569_EGAN00001269570,fbi,12
EGAN00001269571_EGAN00001269572,fbi,5
EGAN00001269573_EGAN00001269574,fbi,0
EGAN00001269575_EGAN00001269576,fbi,9
EGAN00001269577_EGAN00001269578,fbi,0
EGAN00001269579_EGAN00001269580,fbi,23
EGAN00001269581_EGAN00001269582,fbi,37
EGAN00001269583_EGAN00001269584,fbi,0
EGAN00001269585_EGAN00001269586,fbi,2
EGAN00001269587_EGAN00001269588,fbi,0
EGAN00001269589_EGAN00001269590,fbi,2
EGAN00001269591_EGAN00001269592,fbi,0
EGAN00001269593_EGAN00001269594,fbi,0
EGAN00001269595_EGAN00001269596,fbi,0
EGAN00001269597_EGAN00001269598,fbi,2
EGAN00001269599_EGAN00001269600,fbi,1
EGAN00001269601_EGAN00001269602,fbi,47
EGAN00001269603_EGAN00001269604,fbi,12
EGAN00001269605_EGAN00001269606,fbi,1
EGAN00001269607_EGAN00001269608,fbi,14
EGAN00001269609_EGAN00001269610,fbi,0
EGAN00001269611_EGAN00001269612,fbi,8
EGAN00001269613_EGAN00001269614,fbi,9
EGAN00001269615_EGAN00001269616,fbi,4
EGAN00001269617_EGAN00001269618,fbi,16
EGAN00001269619_EGAN00001269620,fbi,3
EGAN00001269621_EGAN00001269622,fbi,3
EGAN00001269623_EGAN00001269624,fbi,8
EGAN00001269625_EGAN00001269626,fbi,14
EGAN00001269627_EGAN00001269628,fbi,25
EGAN00001269629_EGAN00001269630,fbi,2
EGAN00001269631_EGAN00001269632,fbi,11
G16339.U-87_MG,fbi,4
G16340.NCI-H1930,fbi,6
G16341.NCI-H1048,fbi,2
G16342.PC-14,fbi,2
G16344.786-O,fbi,7
